"Chapter Title","Sub-Chapter Title","sutra_no","sutra_translation","sb_verse_no","sb_verse_roman","sb_verse_devanagari","sb_verse_synonyms","sb_verse_translation"
"Chapter Twelve--","PERFORMANCE OF RITUALISTIC KARMA IS REFUTED.","3.4.25","","3.4.25","","","",""
"Chapter Twelve--","THEIR PURPOSE IS ACCOMPLISHED.","3.4.26","","3.4.26","","","",""
"Chapter Twelve--","GIVES INTERNAL QUALIFICATIONS, WHICH ARE MOST ESSENTIAL.","3.4.27","","3.4.27","","","",""
"Chapter Twelve--","ACTS THAT WOULD NORMALLY BE SINFUL, AS IN THE CASE OF EATING UNCLEAN","3.4.28","","3.4.28","","","",""
"Chapter Twelve--","ONLY PURE FOODS UNLESS THERE IS AN EMERGENCY.","3.4.31","","3.4.31","","","",""
"Chapter Twelve--","BEYOND THE MATERIAL PLANETS AND ATTAINS LIBERATION IN THE VAIKUNTHA","3.4.33","","3.4.33","","","",""
"Chapter Twelve--","ACTIVITIES, HE REMEMBERS THE SUPREME PERSONALITY OF GODHEAD.","3.4.34","","3.4.34","","","",""
"Chapter Twelve--","SUPREME LORD. INDEED, ORDINARY RELIGIOUS DUTIES ARE FULL OF FAULT.","3.4.35","","3.4.35","","","",""
"Chapter Twelve--","VIDYA EVEN THOUGH THEY ARE OUTSIDE THE VARNASRAMA SYSTEM.","3.4.36","","3.4.36","","","",""
"Chapter Twelve--","ADVANTAGE OF SATSANGA AND BE QUICKLY PURIFIED OF ANY TAINT OF MATERIAL","3.4.37","","3.4.37","","","",""
"Chapter Twelve--","THE NIRAPEKSA DEVOTEES ARE BLESSED BY THE SPECIAL MERCY OF THE SUPREME","3.4.38","","3.4.38","","","",""
"Chapter Twelve--","POSITIONS ARE TEMPORARY, AND BECAUSE NIRAPEKSA DEVOTEES HAVE NO SUCH","3.4.41","","3.4.41","","","",""
"Chapter Twelve--","DEVOTEES. THEY DESIRE NOTHING ELSE, WHETHER ON EARTH, HEAVEN OR IN","3.4.42","","3.4.42","","","",""
"Chapter Twelve--","OF THE ILLUSORY ENERGY.","3.4.43","","3.4.43","","","",""
"Chapter Twelve--","ALL THE NEEDS OF HIS NIRAPEKSA DEVOTEES.","3.4.44","","3.4.44","","","",""
"Chapter Twelve--","SATISFIED THROUGH THE VOICE.","3.4.47","","3.4.47","","","",""
"Chapter Twelve--","ARE ESPECIALLY ADVISED TO STRIVE FOR BRAHMAVIDYA.","3.4.48","","3.4.48","","","",""
"Chapter Twelve--","CONSCIOUS PERSONS WHO BELONG TO NO VARNA OR ASRAMA TAKE SANNYASA.","3.4.49","","3.4.49","","","",""
"Chapter Twelve--","OBSTRUCTION, IT WILL MANIFEST IN THE NEXT LIFE. SPIRITUAL PROGRESS IS","3.4.51","","3.4.51","","","",""
"Chapter Twelve--","LIBERATION IS THE FRUIT OF THE CULTIVATION OF BRAHMAVIDYA (KRSNA","3.4.52","","3.4.52","","","",""
"Chapter Twelve--","ETC.), MUST BE PERFORMED REPEATEDLY.","4.1.1","","4.1.1","","","",""
"Chapter Twelve--","THE SUPREME LORD IS TO BE WORSHIPED AS THE ALLPERVADING SOUL OF ALL","4.1.3","1o|14|55, 56 krsnam enam avehi tvam atmanam akhilatmanam jagad-dhitaya so'py atra dehivabhati mayaya ṣOūḻṣ, WḥOṣE ṇāṭūṟE īṣ EṭEṟṇīṭẏ, k͟hṇOWḻEḍġE āṇḍ Bḻīṣṣ, āṇḍ WḥOṣE FOṟṃ īṣ","4.1.3","1o|14|55, 56 krsnam enam avehi tvam atmanam akhilatmanam jagad-dhitaya so'py atra dehivabhati mayaya ṣOūḻṣ, WḥOṣE ṇāṭūṟE īṣ EṭEṟṇīṭẏ, k͟hṇOWḻEḍġE āṇḍ Bḻīṣṣ, āṇḍ WḥOṣE FOṟṃ īṣ","१ओ।१४।५५, ५६ क्र्स्नम् एनम् अवेहि त्वम् अत्मनम् अखिलत्मनम् जगद्-धितय सो'प्य् अत्र देहिवभति मयय ष्Oऊळ्ष्, WःOष्E णाटूऱ्E ईष् Eट्Eऱ्णीट्य़्, ख़्ण्OWळ्Eड्ग़्E आण्ड् Bळीष्ष्, आण्ड् WःOष्E FOऱ्ं ईष्","",""
"Chapter Twelve--","EXPANSIONS. THE DEVOTEE WORSHIPS THE LORD ALONE, WHO DWELLS WITHIN","4.1.5","","4.1.5","","","",""
"Chapter Twelve--","ORIGIN OF THE FEATURES OF THE COSMIC MANIFESTATION (SUN, MOON, FIRE,","4.1.6","","4.1.6","","","",""
"Chapter Twelve--","DHYANA (MEDITATION) . THE MEDITATOR IS TO ASSUME A SITTING POSTURE.","4.1.7","","4.1.7","","","",""
"Chapter Twelve--","THE MIND IS TO BE FOCUSED UPON THE SUPREME LORD.","4.1.8","","4.1.8","","","",""
"Chapter Twelve--","THE MIND IS TO BE FIXED.","4.1.9","","4.1.9","","","",""
"Chapter Twelve--","LORD IS TO BE ACCEPTED AS APPROPRIATE FOR MEDITATION.","4.1.11","","4.1.11","","","",""
"Chapter Twelve--","ACHIEVING LIBERATION. THE SCRIPTURES REVEAL THAT IT CONTINUES IN THE","4.1.12","","4.1.12","","","",""
"Chapter Twelve--","OF KARMA FROM PREVIOUS LIFETIMES IS DESTROYED.","4.1.13","","4.1.13","","","",""
"Chapter Twelve--","PRESENT LIFE CANNOT CLING HIM AND CAUSE HIM TO TAKE BIRTH AGAIN.","4.1.14","7|1o|13 bhogena punyam kusalena papam kalevaram kala javena hitva kirtim visuddham sura-loka-gitam vitaya mam esyasi mukta-bandhah","4.1.14","7|1o|13 bhogena punyam kusalena papam kalevaram kala javena hitva kirtim visuddham sura-loka-gitam vitaya mam esyasi mukta-bandhah","७।१ओ।१३ भोगेन पुन्यम् कुसलेन पपम् कलेवरम् कल जवेन हित्व किर्तिम् विसुद्धम् सुर-लोक-गितम् वितय मम् एस्यसि मुक्त-बन्धह्","bhogena--by fīlings of material happiness; punyam--pious activities or their results; kusalena--by acting piously (devotional service is the best of all pious activities); papam--all kinds of reactions to impious activities; kalevaram--the material body; kala javena--by the most poverful time factor; hitva--giving up; kirtim--reputation; visuddham-- transcendental or fully purified; sura-loka-gitam--praised even in the heavenly planets; vitaya--spreading all through the universe; mam--unto ṃe; esyasi--you vill come back; mukta-bandhah--being liberated from all",""
"Chapter Twelve--","END OF LIFE, THE DEVOTEE'S PRARABDHA KARMA COMES TO AN END.","4.1.15","","4.1.15","","","",""
"Chapter Twelve--","DESTROYED BECAUSE THEY SUPPORT VIDYA.","4.1.16","","4.1.16","","","",""
"Chapter Twelve--","WAIT FOR THE NATURAL DEMISE OF THE BODY).","4.1.17","1o|29|1o-11 dusaha-prestha-viraha- tivra-tapa-dhutasubhah dhyana-praptacyutaslesa nirvrtya ksina-mangalah tam eva paramatmanam jara-buddhyapi sangatah jahur guna-mayam deham sadyah praksina-bandhanah","4.1.17","1o|29|1o-11 dusaha-prestha-viraha- tivra-tapa-dhutasubhah dhyana-praptacyutaslesa nirvrtya ksina-mangalah tam eva paramatmanam jara-buddhyapi sangatah jahur guna-mayam deham sadyah praksina-bandhanah","१ओ।२९।१ओ-११ दुसह-प्रेस्थ-विरह- तिव्र-तप-धुतसुभह् ध्यन-प्रप्तच्युतस्लेस निर्व्र्त्य क्सिन-मन्गलह् तम् एव परमत्मनम् जर-बुद्ध्यपि सन्गतह् जहुर् गुन-मयम् देहम् सद्यह् प्रक्सिन-बन्धनह्","duhsaha--intolerable; prestha--from their beloved; viraha--from separation; tivra--intense; tapa--by the burning pain; dhuta--removed; asubhah--all inauspicious things in their hearts; dhyana--by meditation; prapta--obtained; acyuta--of the infallible ḻord ṣri k͟hrsna; aslesa--caused by the embrace; nirvrtya--by the joy; ksina--reduced to nil; mangalah--their auspicious karmic reactions; tam--ḥim; eva--even though; parama-atmanam--the ṣupersoul; jara--a paramour; buddhya-- thinking ḥim to be; api--nevertheless; sangatah--getting ḥis direct association; jahuh--they gave up; guna-mayam--composed of the modes of material nature; deham--their bodies; sadyah--immediately; praksina-- thoroughly counteracted; bandhanah--all their bondage of karma|","For those gopis vho could not go to sī k͟hrsna, intolerable separation from their beloved caused an intense agony that burned avay all impious karma| By meditating upon ḥim they realized ḥis embrace, and the ecstacy they then felt ekṣhausted their material piety| ālthough ḻord k͟hrsna is the ṣupreme ṣoul, these girls simply thought of ḥim as their male lover and associated vith ḥim in that intimate mūd| ṭhus their karmic bondage vas nullified and they abandoned their gross material bodies| Vīḍẏā īṣ ṣO POṭEṇṭ ṭḥāṭ īṭ ṃāẏ ḍEṣṭṟOẏ PṟāṟāBḍḥā-k͟hāṟṃā īṃṃEḍīāṭEḻẏ, EVEṇ BEFOṟE ṭḥE ḍEVOṭEE ḥāṣ FīṇīṣḥEḍ ḻīVīṇġ Oūṭ ṭḥE ṟEāchṭīOṇṣ ḍūE īṇ ḥīṣ PṟEṣEṇṭ BOḍẏ| ṭḥūṣ ḥE āṭṭāīṇṣ ṭḥE ṣūPṟEṃE ḍEṣṭīṇāṭīOṇ īṇ ṭḥīṣ VEṟẏ ḻīFE (ī|E| WīṭḥOūṭ ḥāVīṇġ ṭO Wāīṭ FOṟ ḥīṣ ḍEṣṭīṇEḍ āPPOīṇṭṃEṇṭ Wīṭḥ ḍEāṭḥ)|"
"Chapter Twelve--","WAIT FOR THE NATURAL DEMISE OF THE BODY).","4.2.18","","4.2.18","","","",""
"Chapter Twelve--","HIS OWN SPIRITUAL FORM WITH WHICH HE ASSOCIATES ETERNALLY WITH THE","4.1.19","","4.1.19","","","",""
"--Contents of Chapter Fourteen--","DOES SPEECH AND THE FUNCTION OF SPEECH MERGE INTO THE MIND AT THE TIME","4.2.1","","4.2.1","","","",""
"--Contents of Chapter Fourteen--","AFTER SPEECH MERGES INTO THE MIND, ALL THE OTHER SENSES FOLLOW.","4.2.2","","4.2.2","","","",""
"--Contents of Chapter Fourteen--","THE MIND INTO WHICH THE SENSES ARE MERGED THEREAFTER MERGES INTO THE","4.2.3","","4.2.3","","","",""
"--Contents of Chapter Fourteen--","THE PRANA, HARBORING THE SUBTLE SENSES AND THE MIND, MERGES INTO THE","4.2.4","","4.2.4","","","",""
"--Contents of Chapter Fourteen--","WHICH FORM THE BASIS OF THE CONDITIONED SOUL'S NEXT GROSS BODY.","4.2.5","1o|1|39, 4o dehe pancatvam apanne dehi karmanugo 'vasah dehantaram anuprapya praktanam tyajate vapuh","4.2.5","1o|1|39, 4o dehe pancatvam apanne dehi karmanugo 'vasah dehantaram anuprapya praktanam tyajate vapuh","१ओ।१।३९, ४ओ देहे पन्चत्वम् अपन्ने देहि कर्मनुगो 'वसह् देहन्तरम् अनुप्रप्य प्रक्तनम् त्यजते वपुह्","dehe--vhen the body; pancatvam apanne--turns into five elements; dehi-- the proprietor of the body, the living being; karma-anugah--folloving the reactions of his ovn fruitive activities; avasah--spontaneously, automatically; deha-antaram--another body (made of material elements); anuprapya--receiving as a result; praktanam--the former; tyajate--gives up; vapuh--body|","When the present body turns to dust and is again reduced to five elements--earth, vater, fire, air and ether--the proprietor of the body, the living being, automatically receives another body of material elements according to his fruitive activities| When the nekṣt body is obtained, he gives up the present body| vrajams tisthan padaikena yathaivaikena gaccati yatha trna jalaukaivam dehi karma-gatim gatah vrajan--a person, vhile traveling on the road; tisthan--vhile standing; pada ekena--on one fūt; yatha--as; eva--indīd; ekena--by another fūt; gaccati--goes; yatha--as; trna jalauka--a vorm on a vegetable; evam--in this vay; dehi--the living entity; karma-gatim--the reactions of fruitive activities; gatah--undergoes| ṭṟāṇṣḻāṭīOṇ zust as a person traveling on the road rests one fūt on the ground and then lifts the other, or as a vorm on a vegetable transfers itself to one leaf and then gives up the previous one, the conditioned soul takes śelter of another body and then gives up the one he had before| ṣoṃE ṭḥīṇk͟h ṭḥE īṇḍīVīḍūāḻ ṣOūḻ EṇṭEṟṣ īṇṭO OṇE EḻEṃEṇṭ Oṇḻẏ (ṇāṃEḻẏ FīṟE, Oṟ ṭEzāṣ), Būṭ ṭḥīṣ ā ṃīṣūṇḍEṟṣṭāṇḍīṇġ OF ṭḥE ṣṭāṭEṃEṇṭṣ OF ṣchṟīPṭūṟE|"
"--Contents of Chapter Fourteen--","WHICH FORM THE BASIS OF THE CONDITIONED SOUL'S NEXT GROSS BODY.","4.2.6","","4.2.6","","","",""
"--Contents of Chapter Fourteen--","WISE AND THE FOOLISH.","4.2.7","","4.2.7","","","",""
"--Contents of Chapter Fourteen--","WISE AND THE FOOLISH.","4.2.8","","4.2.8","","","",""
"--Contents of Chapter Fourteen--","RETAINS THE SUBTLE BODY AFTER HE LEAVES THE GROSS BODY.","4.2.11","","4.2.11","","","",""
"--Contents of Chapter Fourteen--","THE HIGHER REGIONS OF THE UNIVERSE.","4.1.17","","4.1.17","","","",""
"--Contents of Chapter Fourteen--","NEVER BEWILDERED BY THE CIRCUMSTANCES OF THEIR QUITTING THE BODY.","4.2.21","ya ete pitr-devanam ayane veda-nirmite sastrena caksusa veda jzana-stho 'pi na muhyati","4.2.21","ya ete pitr-devanam ayane veda-nirmite sastrena caksusa veda jzana-stho 'pi na muhyati","य एते पित्र्-देवनम् अयने वेद-निर्मिते सस्त्रेन चक्सुस वेद ज्ज़न-स्थो 'पि न मुह्यति","yah--one vho; ete--on this path (as recommended above); pitr-devanam-- knovn as pitr-yana and deva-yana; ayane--on this path; veda-nirmite-- recommended in the Vedas; sastrena--by regular study of the scriptures; caksusa--by enlightened eyes; veda--is fully avare; jana-sthah--a person situated in a material body; api--even though; na--never; muhyati--is bevildered|","Even though situated in a material body, one vho is fully avare of the paths knovn as pitr-yana and deva-yana, and vho thus opens his eyes in terms of Vedic knovledge, is never bevildered in this material vorld| ----- āll ġlories to ṣri ṣri ġuru and ġauranga! ----- ;ṣtudying ṣrimad Bhagavatam From Vedanta-sutraj} ---- । by ṣuhotra ṣvami । == '' '' '' '' ḻ _ ----- chḥāPṭEṟ FīFṭEEṇ ----- [Vedanta-sutra ṟeference: Fourth ādhyaya, Pada ṭhrī] ----- Vedanta-sutra verses are parenthetically indicated by number ----- (adhyaya, pada, sutra)| ṭhey are folloved by ṣrimad Bhagavatam ----- verses--ṣanskrit, vord meanings and translation--that ekṣplain the ie sutras| ----- Eac sutra addresses philosophical subjects that have bīn ----- summarized in capital letters| ṭhe summaries are derived from ----- ṣrila Baladeva Vidyabhusana's ġovinda Bhasya| --chontents of chapter Fiftīn-- 1| ṭhe first stage of the soul's journey to the spiritual vorld is called arcis| 2| ṭherefore all stages of the journey are called arciradi| 3| Eac stage indicates an ativahika-devata (guide of the soul)| 4| ṭhe amanava-purusa| 5| ṭhe amanava-purusa leads the soul to the planet of chaturmukha Brahma, declares ṣage Badari| 6| ṭhe amanava-purusa leads the soul to the ṣupreme Brahman, declares ṣage zaimini| 7| ṭhe judgement of ṣrila Vyasadeva| 8| chertain nirapeksa devotīs are conducted by the ṣupreme ḻord ḥimself| -ādhikarana 1: ṭhe first stage of the soul's journey to the spiritual - -vorld is called arcis| - [तिति ṭḥE Fīṟṣṭ ṣṭāġE OF ṭḥE ḍEVāẏāṇā Pāṭḥ ṭO ṭḥE ṣPīṟīṭūāḻ WOṟḻḍ īṣ chāḻḻEḍ āṟchīṣ (ṟāẏ)| ṭḥE ṣOūḻ āṭṭāīṇṣ āṟchīṣ āṣ īṭ ḍEPāṟṭṣ ṭḥE chḥāṃBEṟ OF ṭḥE"
"--Contents of Chapter Fourteen--","HEART BY WAY OF THE SUSUMNANADI.","4.3.1","","4.3.1","","","",""
"--Contents of Chapter Fourteen--","A FALLEN DEVOTEE, AS IN THE CASE OF AJAMILA.","4.3.6","","4.3.6","","","",""
"--Contents of Chapter Fourteen--","THE ARCIRADIVARTMA TO THE SAGUNA BRAHMAN (THE PLANET OF CATURMUKHA","4.3.7","","4.3.7","","","",""
"--Contents of Chapter Fourteen--","SOULS, SAGE BADARI ARGUES.","4.3.8","","4.3.8","","","",""
"--Contents of Chapter Fourteen--","ARE TAKEN BY THE AMANAVAPURUSA DIRECTLY TO THE MAHAPURUSA.","4.3.12","","4.3.12","","","",""
"--Contents of Chapter Fourteen--","VIDYA (THE PROCESS OF THE YOGIC CONQUEST OF THE LIFE AIR). SO THINKS","4.3.13","","4.3.13","","","",""
"--Contents of Chapter Fourteen--","SURE TO ATTAIN THE SUPREME LORD.","4.3.14","","4.3.14","","","",""
